,university,career,inscription_date,last_name,first_name,gender,age,location,email,postal_code
198,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-03,diana hamilton,nan,female,67.0,colonia_hernandarias,donald06@yahoo.com,3129
199,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-13,michael gay,nan,male,103.0,centro_comunitario_cnia_nue,peterbutler@yahoo.com,3118
200,universidad tecnológica nacional,ciencias veterinarias,2020-09-17,debra ford,nan,female,66.0,el_gualicho,pwallace@yahoo.com,7200
201,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-05,michael gomez,nan,male,107.0,deferrari,jsullivan@hotmail.com,7521
202,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-10,paul noble,nan,male,42.0,balde_de_leyes,robert62@gmail.com,5446
203,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-26,miss lauren fuller,nan,female,83.0,la_union,kcastro@yahoo.com,7160
204,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-11,curtis waters md,nan,male,89.0,las_quintas,jamesparker@gmail.com,2200
205,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-25,charles long,nan,male,72.0,hito_45,christopher73@hotmail.com,9039
206,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-10,tammy ewing,nan,female,31.0,boca_p_25,thomas90@gmail.com,2600
207,universidad tecnológica nacional,agronomía,2020-12-04,rebecca soto,nan,female,60.0,chapuy,ethomas@hotmail.com,2603
208,universidad tecnológica nacional,licenciatura en administración,2021-01-26,amy ross,nan,female,83.0,arroyito,anitawilson@gmail.com,8313
209,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-06,micheal richardson,nan,male,85.0,el_campamento,sandersdouglas@gmail.com,3524
210,universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-31,richard johnston,nan,male,42.0,el_carretero,alyssapratt@hotmail.com,7500
211,universidad tecnológica nacional,ingeniería electrónica,2021-01-13,john moore,nan,male,24.0,berraondo,andreacrawford@hotmail.com,8124
212,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-02-01,marilyn winters,nan,female,53.0,gonzalez_moreno,stephenclark@hotmail.com,6239
213,universidad tecnológica nacional,farmacia,2020-10-23,scott may,nan,male,95.0,longchamps,roblesvictoria@hotmail.com,1854
214,universidad tecnológica nacional,bioquímica,2020-12-16,jennifer wilson,nan,female,85.0,pellegrini,ysmith@hotmail.com,6346
215,universidad tecnológica nacional,ingeniería electrónica,2020-11-27,susan gentry,nan,female,57.0,jose_clemente_paz,parkergabriela@yahoo.com,1665
216,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-18,adam hughes,nan,male,103.0,aguada_grande,sharon01@hotmail.com,9053
217,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-04,david house,nan,male,34.0,caseros,zandrews@hotmail.com,1678
218,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-04,david house,nan,male,34.0,caseros,zandrews@hotmail.com,3262
219,universidad tecnológica nacional,licenciatura en sociología,2020-09-15,allison roach,nan,female,57.0,bombal,ochavez@yahoo.com,2179
220,universidad tecnológica nacional,bioquímica,2020-09-19,jeffrey phillips,nan,male,17.0,kilometro_23,robert49@gmail.com,3589
221,universidad tecnológica nacional,contador público,2020-10-31,kurt hill,nan,male,107.0,aparzo,andersonsarah@yahoo.com,4630
222,universidad tecnológica nacional,diseño industrial,2020-09-20,debra carter,nan,female,106.0,calderon,stevensrobert@hotmail.com,8101
223,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-14,rebecca compton,nan,female,28.0,algarrobo,xlopez@yahoo.com,2935
224,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-14,rebecca compton,nan,female,28.0,algarrobo,xlopez@yahoo.com,3441
225,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-14,rebecca compton,nan,female,28.0,algarrobo,xlopez@yahoo.com,6531
226,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-14,rebecca compton,nan,female,28.0,algarrobo,xlopez@yahoo.com,8136
227,universidad tecnológica nacional,arquitectura,2020-12-18,hector king,nan,male,111.0,gobernador_benegas,fisherdenise@gmail.com,5544
228,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-26,joseph kaiser,nan,male,31.0,arminda,ucollier@hotmail.com,2119
229,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-15,garrett wells,nan,male,26.0,alberto_gerchunoff,brian10@gmail.com,3170
230,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-10,janice mcneil,nan,female,35.0,campana,steven10@yahoo.com,2804
231,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-10-25,jodi york,nan,female,100.0,alferez_san_martin,diazkimberly@hotmail.com,8117
232,universidad tecnológica nacional,contador público,2021-01-16,jennifer marquez,nan,female,24.0,colhue_huapi,josechristian@yahoo.com,9021
233,universidad tecnológica nacional,actuario,2020-10-05,cynthia fletcher,nan,female,109.0,barcala,qjones@gmail.com,5587
234,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-28,corey mora jr.,nan,male,101.0,28_de_noviembre,milesmatthew@hotmail.com,9407
235,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-20,edward west,nan,male,111.0,el_tropezon,melissa90@hotmail.com,3009
236,universidad tecnológica nacional,técnico para bioterios,2020-12-17,mary cox,nan,female,24.0,pontaut,ykerr@gmail.com,7535
237,universidad tecnológica nacional,licenciatura en sociología,2020-10-27,bill wolfe,nan,male,114.0,baños_pismanta,rodriguezpatricia@hotmail.com,5465
238,universidad tecnológica nacional,contador público,2020-11-03,anthony nolan,nan,male,102.0,san_justo,christinerobbins@yahoo.com,1754
239,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,steven walker,nan,male,17.0,25_de_mayo,jessicanorman@hotmail.com,3363
240,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,steven walker,nan,male,17.0,25_de_mayo,jessicanorman@hotmail.com,4242
241,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,steven walker,nan,male,17.0,25_de_mayo,jessicanorman@hotmail.com,5615
242,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,steven walker,nan,male,17.0,25_de_mayo,jessicanorman@hotmail.com,6660
243,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,steven walker,nan,male,17.0,25_de_mayo,jessicanorman@hotmail.com,8201
244,universidad tecnológica nacional,licenciatura en psicología,2020-11-29,rachel curtis md,nan,female,37.0,agua_de_la_piedra,marvinbrowning@hotmail.com,5475
245,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-23,xavier roberts,nan,male,108.0,san_genaro_norte,steven61@gmail.com,2147
246,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-04,kathryn diaz,nan,female,93.0,arroyo_pescado,vdeleon@gmail.com,9200
247,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-26,jennifer duke,nan,female,101.0,azara,nmorgan@gmail.com,3351
248,universidad tecnológica nacional,licenciatura en ciencia política,2020-09-22,william reed,nan,male,16.0,baldes_de_pacheco,karen86@gmail.com,5276
249,universidad tecnológica nacional,arquitectura,2020-11-18,warren sims,nan,male,98.0,cañadita,hwhite@gmail.com,3052
250,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-24,brooke griffin,nan,female,112.0,acostilla,rjones@yahoo.com,4113
251,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-24,brooke griffin,nan,female,112.0,acostilla,rjones@yahoo.com,4701
252,universidad tecnológica nacional,actuario,2020-12-16,thomas thompson,nan,male,86.0,11_de_septiembre,angelamendoza@yahoo.com,1657
253,universidad tecnológica nacional,ciencias veterinarias,2020-09-06,christopher wilkins,nan,male,70.0,del_valle,herreramisty@hotmail.com,6509
254,universidad tecnológica nacional,ingeniería en informática,2020-11-27,craig fox,nan,male,96.0,banda_varela,kellyhunter@gmail.com,4700
255,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-10,scott williams,nan,male,74.0,jose_leon_suarez,jacksonjonathan@gmail.com,1655
256,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-13,alice arnold,nan,female,109.0,cerro_aconcagua,parsonsandrea@hotmail.com,5500
257,universidad tecnológica nacional,ingeniería electrónica,2020-10-21,elizabeth strong,nan,female,112.0,el_zorro,jonesrachel@hotmail.com,8151
258,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-04,cristina rangel,nan,female,113.0,la_limpia,belinda53@gmail.com,6645
259,universidad tecnológica nacional,farmacia,2021-01-04,wendy russell,nan,female,64.0,anzoategui,ymarshall@hotmail.com,8138
260,universidad tecnológica nacional,licenciatura en administración,2020-10-02,ashley moore,nan,female,67.0,armstrong,shawn67@hotmail.com,2508
261,universidad tecnológica nacional,agronomía,2020-09-20,daniel cooper,nan,male,82.0,chavarria,scottpamela@gmail.com,3474
262,universidad tecnológica nacional,bioquímica,2020-09-16,jennifer scott,nan,female,88.0,esc_nav_militar_rio_sant,john89@hotmail.com,1927
263,universidad tecnológica nacional,ingeniería electrónica,2021-01-02,michael henson,nan,male,69.0,general_rojo,cassidyphillips@yahoo.com,2905
264,universidad tecnológica nacional,agronomía,2020-12-04,kimberly johnson,nan,female,57.0,barrio_villa_saladillo,johnsonedward@hotmail.com,7260
265,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-14,amanda harrison,nan,female,95.0,barranqueras,william28@gmail.com,3503
266,universidad tecnológica nacional,medicina,2021-02-01,charles li,nan,male,48.0,cara_mala,jcrosby@hotmail.com,9313
267,universidad tecnológica nacional,agronomía,2020-09-05,krista ball,nan,female,67.0,agua_de_la_zorra,hansenlisa@hotmail.com,5460
268,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-23,patrick martin,nan,male,112.0,30_de_agosto,halljennifer@gmail.com,6405
269,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-17,kevin hall,nan,male,111.0,maori,emilyking@gmail.com,7633
270,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-25,debra edwards,nan,female,73.0,colonia_mackinlay,howardbrian@hotmail.com,2347
271,universidad tecnológica nacional,licenciatura en psicología,2021-01-22,lori hubbard,nan,female,112.0,azopardo,sandra69@yahoo.com,8181
272,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-04,kenneth thompson,nan,male,72.0,jose_ferrari,samueljohnson@hotmail.com,1905
273,universidad tecnológica nacional,ingeniería mecánica,2020-12-02,gilbert barton,nan,male,83.0,agua_negra,jeremyward@gmail.com,4101
274,universidad tecnológica nacional,ingeniería mecánica,2020-12-02,gilbert barton,nan,male,83.0,agua_negra,jeremyward@gmail.com,4512
275,universidad tecnológica nacional,ingeniería electrónica,2020-11-05,dr. erin rhodes,nan,female,60.0,gobernador_lanusse,jared75@hotmail.com,3376
276,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-10,adam mcdonald,nan,male,99.0,colonia_bella_italia,ksmith@gmail.com,2300
277,universidad tecnológica nacional,ciencias veterinarias,2020-10-16,michael wright,nan,male,105.0,aguada_del_loro,heather85@gmail.com,8520
278,universidad tecnológica nacional,diseño industrial,2020-11-01,gina lopez,nan,female,99.0,caleufu,kimberly58@yahoo.com,6387
279,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-20,tracy dunn,nan,female,100.0,alto_nuestra_señora_del_valle,alison79@yahoo.com,4109
280,universidad tecnológica nacional,actuario,2020-12-10,bradley flores,nan,male,46.0,armstrong,carla01@yahoo.com,2508
281,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-21,stephanie collier,nan,female,112.0,gobernador_crespo,harrisonjoshua@gmail.com,3044
282,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-06,gary best,nan,male,92.0,glew,qhoffman@gmail.com,1856
283,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-07,robert austin,nan,male,24.0,bahia_lapataia,bcortez@yahoo.com,9410
284,universidad tecnológica nacional,ingeniería electrónica,2020-09-27,wanda martin,nan,female,37.0,empalme_frontera,dmanning@gmail.com,5553
285,universidad tecnológica nacional,actuario,2020-09-22,tamara escobar,nan,female,54.0,chancay,michelle73@yahoo.com,6017
286,universidad tecnológica nacional,licenciatura en sociología,2020-09-26,christine allen,nan,female,35.0,estacion_saladas,sarahhopkins@gmail.com,3428
287,universidad tecnológica nacional,farmacia,2020-10-16,stephanie patterson,nan,female,79.0,cavour,prichardson@yahoo.com,3081
288,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-29,alexander jordan,nan,male,84.0,arrechea,juan41@gmail.com,3355
289,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-22,danny clark,nan,male,25.0,peyrano,kaylagarcia@yahoo.com,2113
290,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-16,nicole nicholson,nan,female,24.0,arturo_segui,ashleymitchell@yahoo.com,1895
291,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-14,mr. james long,nan,male,99.0,arroyo_ceibal,danielsmith@hotmail.com,3416
292,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-14,mr. james long,nan,male,99.0,arroyo_ceibal,danielsmith@hotmail.com,3575
293,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,kimberly wolf,nan,female,20.0,camaron_chico,jonathon92@yahoo.com,7116
294,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-04,michael brown,nan,male,51.0,amilgancho,warrenjanet@yahoo.com,5300
295,universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-26,carmen evans,nan,female,67.0,colonia_zapata,jchapman@hotmail.com,5436
296,universidad tecnológica nacional,técnico para bioterios,2020-09-14,daniel ortiz,nan,male,85.0,angaco_norte,kimberlywatson@gmail.com,5415
297,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-08,alexander wilcox dds,nan,male,95.0,colonia_los_tres_usaris,fmcneil@gmail.com,2760
298,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-30,lisa joseph,nan,female,105.0,25_de_mayo,brennanstephen@yahoo.com,3363
299,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-30,lisa joseph,nan,female,105.0,25_de_mayo,brennanstephen@yahoo.com,4242
300,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-30,lisa joseph,nan,female,105.0,25_de_mayo,brennanstephen@yahoo.com,5615
301,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-30,lisa joseph,nan,female,105.0,25_de_mayo,brennanstephen@yahoo.com,6660
302,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-30,lisa joseph,nan,female,105.0,25_de_mayo,brennanstephen@yahoo.com,8201
303,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-03,shannon ruiz,nan,female,103.0,casimiro_gomez,emorton@hotmail.com,6214
304,universidad tecnológica nacional,ciencias veterinarias,2020-10-27,christine lowery,nan,female,74.0,claverie,angela56@hotmail.com,7163
