;inscription_dates;university;carrera;first_name;last_name;gender;age;postal_code;location;email
188;20/Nov/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;David-robinson;M;;;Agua-colorada;Jenniferrasmussen@yahoo.com
189;20/Oct/26;-universidad-abierta-interamericana;Ingeniería-en-informática;;Daniel-olson;M;;;Iraola;Michael89@hotmail.com
190;20/Nov/03;-universidad-abierta-interamericana;Ingeniería-electrónica;;Aaron-garcia;M;;;Arteaga;Christopherfisher@yahoo.com
191;21/Jan/13;-universidad-abierta-interamericana;Ciencias-veterinarias;;Alexis-smith;F;;;Cabral;Danielcarly@hotmail.com
192;20/Nov/03;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Carrie-rivera;F;;;Banderalo;Eugeneharris@hotmail.com
193;20/Dec/19;-universidad-abierta-interamericana;Licenciatura-en-artes;;Adam-simpson;M;;;Sancti-spiritu;Garybrown@gmail.com
194;20/Dec/01;-universidad-abierta-interamericana;Actuario-;;Trevor-yates;M;;;Capitan-bermudez;Nhuang@yahoo.com
195;20/Nov/01;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Joseph-henry;M;;;Claverie;Fordjessica@hotmail.com
196;20/Dec/24;-universidad-abierta-interamericana;Arquitectura;;Richard-johnson;M;;;Alijilan;Pamelaallen@gmail.com
197;20/Dec/13;-universidad-abierta-interamericana;Actuario-;;Maurice-scott;M;;;Algarrobo-del-aguila;Nicolethomas@yahoo.com
198;21/Jan/10;-universidad-abierta-interamericana;Diseño-industrial;;Daisy-barton;F;;;Antonio-tomas;Edean@gmail.com
199;20/Nov/09;-universidad-abierta-interamericana;Bioquímica;;Larry-anderson;M;;;Apeadero-quiroga;Stanleytaylor@yahoo.com
200;20/Sep/19;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Collin-whitehead;M;;;4-de-noviembre;Pamela11@yahoo.com
201;20/Nov/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Kathryn-humphrey;F;;;Ascencion;Qhardy@hotmail.com
202;20/Dec/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Carlos-phillips;M;;;Azopardo;Cynthia13@gmail.com
203;20/Sep/10;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Samuel-fletcher-md;M;;;Carrizales;Charris@gmail.com
204;20/Dec/28;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Lisa-gutierrez;F;;;Isidro-casanova;Tbrown@yahoo.com
205;20/Sep/13;-universidad-abierta-interamericana;Diseño-industrial;;Katherine-reid;F;;;Arteaga;Karatodd@gmail.com
206;21/Jan/12;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Wanda-johnson;F;;;Alvarez;Urodriguez@gmail.com
207;20/Sep/26;-universidad-abierta-interamericana;Ingeniería-electrónica;;Nichole-garrison;F;;;Arroyo-magdalena;Kennethcrawford@gmail.com
208;20/Sep/16;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Lindsey-mason;F;;;Azteazu;Joneskenneth@gmail.com
209;20/Nov/14;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Justin-white;M;;;Arroyo-castillo;Sabrina18@yahoo.com
210;20/Sep/27;-universidad-abierta-interamericana;Diseño-industrial;;Preston-martinez;M;;;Aero-club-canal;Thomaskendra@gmail.com
211;20/Dec/28;-universidad-abierta-interamericana;Bioquímica;;Natasha-miller;F;;;Temperley;Patriciabaker@hotmail.com
212;21/Jan/31;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Shane-blackwell;M;;;Hospital-necochea;Hollycabrera@yahoo.com
213;20/Nov/18;-universidad-abierta-interamericana;Licenciatura-en-artes;;Dale-martinez;M;;;Libertad;Alyssa38@yahoo.com
214;21/Jan/24;-universidad-abierta-interamericana;Ingeniería-en-informática;;Nicholas-barber;M;;;Aldecon;Meredith50@gmail.com
215;20/Dec/15;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Angela-reid;F;;;Bella-vista;Benjaminhenderson@hotmail.com
216;20/Oct/09;-universidad-abierta-interamericana;Diseño-industrial;;Raymond-rowland;M;;;Almacen-la-colina;Roberthernandez@yahoo.com
217;20/Dec/29;-universidad-abierta-interamericana;Arquitectura;;Ricardo-walker;M;;;Gente-grande;Ryanswanson@hotmail.com
218;20/Nov/14;-universidad-abierta-interamericana;Ciencias-veterinarias;;Jason-hurst;M;;;Campo-crisol;Fprince@yahoo.com
219;20/Sep/05;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Megan-roach;F;;;Colonia-duportal;Bakerdanielle@gmail.com
220;20/Oct/27;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Christopher-spears;M;;;Caseros;Kmeyer@yahoo.com
221;20/Dec/27;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Gabriel-austin;M;;;Chivilcoy;Anelson@yahoo.com
222;21/Jan/05;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Bethany-herman;F;;;San-mayol;Melissawilliams@hotmail.com
223;20/Sep/30;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Trevor-duncan;M;;;Buena-nueva;Dsmith@hotmail.com
224;21/Jan/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Parker-bell;M;;;Barrio-el-tontal;Greenallen@yahoo.com
225;20/Oct/02;-universidad-abierta-interamericana;Bioquímica;;Walter-padilla;M;;;Adolfo-gonzales-chaves;Amejia@gmail.com
226;20/Sep/23;-universidad-abierta-interamericana;Arquitectura;;Danielle-schmidt;F;;;Arroyo-el-mocho;Christine69@hotmail.com
227;20/Nov/26;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Beverly-smith-dds;F;;;Carlos-spegazzini;Joymartinez@gmail.com
228;20/Dec/27;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Matthew-cowan;M;;;Campo-de-los-andes;Loripoole@yahoo.com
229;20/Oct/05;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Victoria-meyers;F;;;Alvarez-de-toledo;Hawkinsjennifer@hotmail.com
230;20/Dec/13;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Evelyn-lane;F;;;Cabure;Bradyyoung@gmail.com
231;21/Jan/06;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Timothy-fisher;M;;;1-de-mayo;Osmith@yahoo.com
232;20/Sep/02;-universidad-abierta-interamericana;Licenciatura-en-artes;;Christina-collins;F;;;Quilmes-oeste;Michaelharris@gmail.com
233;20/Oct/11;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;James-gregory;M;;;Deferrari;Clarkbrian@hotmail.com
234;20/Sep/19;-universidad-abierta-interamericana;Licenciatura-en-administración-;;John-sanchez;M;;;Bajo-hondo;Andreclark@yahoo.com
235;20/Sep/22;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Brenda-schmidt;F;;;Cabreria;Glee@yahoo.com
236;20/Nov/13;-universidad-abierta-interamericana;Bioquímica;;Carla-brooks;F;;;Cholila;Russellmichelle@hotmail.com
237;21/Jan/13;-universidad-abierta-interamericana;Agronomía;;Mark-frye;M;;;25-de-mayo;Ramirezstephanie@gmail.com
238;20/Nov/13;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Frank-diaz;M;;;Colonia-rusa;Rodriguezjon@yahoo.com
239;20/Nov/05;-universidad-abierta-interamericana;Medicina;;Kristen-maldonado;F;;;Avena;Padillateresa@hotmail.com
240;20/Nov/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Alexis-gonzalez;F;;;Almacen-castro;Lisasandoval@yahoo.com
241;21/Jan/16;-universidad-abierta-interamericana;Agronomía;;Erin-bryant;F;;;Costa-grande;Jonespamela@yahoo.com
242;20/Dec/10;-universidad-abierta-interamericana;Licenciatura-en-artes;;Carolyn-marquez-md;F;;;Bajo-de-los-huesos;Wilsonadriana@hotmail.com
243;20/Sep/30;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Amy-morris;F;;;4-de-noviembre;Riddlechristopher@gmail.com
244;20/Oct/01;-universidad-abierta-interamericana;Agronomía;;Marc-smith;M;;;Jose-maria-blanco;Lorettaalexander@hotmail.com
245;20/Nov/08;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Johnny-reid;M;;;Algarrobo;Marshallzachary@gmail.com
246;20/Dec/24;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Lee-leach;M;;;Abra-baya;Nfoster@gmail.com
247;20/Dec/27;-universidad-abierta-interamericana;Contador-público-;;Kathleen-paul;F;;;Ochenta-y-cuatro;Hmiller@hotmail.com
248;20/Oct/02;-universidad-abierta-interamericana;Contador-público-;;Brandon-jones;M;;;Campo-gimenez;Vgarcia@yahoo.com
249;20/Nov/21;-universidad-abierta-interamericana;Agronomía;;Peter-keller;M;;;Colonia-beaufort;Cmendoza@yahoo.com
250;20/Sep/30;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Colin-smith;M;;;Longchamps;Wendysherman@gmail.com
251;20/Nov/11;-universidad-abierta-interamericana;Diseño-industrial;;Andrew-mills;M;;;Kilometro-47;Calebcarrillo@hotmail.com
252;20/Sep/20;-universidad-abierta-interamericana;Bioquímica;;Joshua-simpson;M;;;Adolfo-j-pomar;Brett13@hotmail.com
253;20/Oct/25;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Dustin-scott;M;;;Almacen-el-descanso;Acampbell@gmail.com
254;21/Jan/25;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Jeffrey-cowan;M;;;Arroyo-claro;Edwardsamber@yahoo.com
255;20/Dec/26;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Dylan-smith;M;;;Carlos-salas;Qschultz@yahoo.com
256;20/Sep/17;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Gregory-mcdonald;M;;;Espartillar;Patriciaedwards@gmail.com
257;20/Sep/19;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Patrick-davidson;M;;;Alto-del-puesto;Jenniferrobinson@hotmail.com
258;20/Oct/31;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Kendra-drake;F;;;Alizal;Nicholassnyder@hotmail.com
259;20/Nov/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Margaret-thompson;F;;;Glew;Trevorjones@yahoo.com
260;20/Sep/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Michael-sawyer;M;;;El-talar;Pamelaroberts@gmail.com
261;20/Dec/16;-universidad-abierta-interamericana;Ingeniería-electrónica;;Elizabeth-gross;F;;;Cabred;Denise20@gmail.com
262;20/Sep/15;-universidad-abierta-interamericana;Contador-público-;;Derrick-zhang;M;;;Colonia-ensanche-sauce;Ntate@yahoo.com
263;20/Sep/24;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Dawn-ramirez;F;;;Alto-del-puesto;Kjones@gmail.com
264;20/Dec/20;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Tyler-rogers;M;;;Diego-lopez;Yjones@yahoo.com
265;20/Oct/07;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Diana-lynn;F;;;Barrio-el-tontal;Orrmelanie@yahoo.com
266;20/Sep/30;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Kristen-washington;F;;;Bonnement;Hwatkins@yahoo.com
267;20/Oct/24;-universidad-abierta-interamericana;Ciencias-veterinarias;;Karen-payne;F;;;Dudignac;Stephanieodonnell@hotmail.com
268;20/Oct/01;-universidad-abierta-interamericana;Farmacia;;Edwin-dominguez;M;;;Campo-zavalla;Wilsonjoshua@gmail.com
269;20/Oct/21;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Mr.-scott-jackson-md;M;;;Acebal;Mariowalls@yahoo.com
270;20/Nov/23;-universidad-abierta-interamericana;Actuario-;;Jeffrey-choi;M;;;Colonia-bombal-y-tabanera;Achavez@hotmail.com
271;20/Sep/01;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Victoria-garcia;F;;;Alfaland;Anthony52@yahoo.com
272;21/Jan/08;-universidad-abierta-interamericana;Farmacia;;Audrey-swanson;F;;;Bahia-solano;Kristie47@gmail.com
273;20/Oct/13;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Wayne-baker;M;;;Castelar;John43@hotmail.com
274;20/Sep/13;-universidad-abierta-interamericana;Licenciatura-en-artes;;John-holland;M;;;El-guanaco;Leonstephanie@hotmail.com
275;21/Jan/07;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Rachel-smith;F;;;Aguirrezabala;Fkane@yahoo.com
276;20/Dec/08;-universidad-abierta-interamericana;Farmacia;;Brianna-lopez;F;;;Cinco-saltos;Michaelclark@yahoo.com
277;20/Dec/16;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Andrew-huynh;M;;;El-lenguaraz;Sandrabrooks@hotmail.com
278;20/Oct/15;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Shelley-livingston;F;;;Empalme-san-carlos;Padillakathy@yahoo.com
279;20/Sep/14;-universidad-abierta-interamericana;Ingeniería-mecánica;;Stephanie-smith;F;;;Campo-largo;Rrodriguez@hotmail.com
280;20/Sep/28;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Robert-ortiz;M;;;Villa-ballester;Lacey21@hotmail.com
281;20/Oct/12;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Jessica-rogers;F;;;Campo-la-riviere;Merrittcarl@hotmail.com
282;20/Nov/18;-universidad-abierta-interamericana;Diseño-industrial;;Molly-evans;F;;;Esmeralda;Hortonvincent@gmail.com
283;20/Nov/14;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Joseph-ray;M;;;Remedios-de-escalada;Eevans@hotmail.com
284;21/Jan/19;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Joann-smith;F;;;Alanices;Beth74@yahoo.com
285;20/Sep/28;-universidad-abierta-interamericana;Medicina;;Kimberly-huber;F;;;Dho;Johnkramer@gmail.com
286;20/Nov/06;-universidad-abierta-interamericana;Actuario-;;Cynthia-johnson;F;;;Cacique-ariacaiquin;Moranandrea@yahoo.com
287;20/Nov/21;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Andrew-johnson;M;;;Arturo-vatteone;Dale79@gmail.com
288;20/Oct/12;-universidad-abierta-interamericana;Bioquímica;;William-clark;M;;;Atencio;Aaron51@gmail.com
289;20/Nov/18;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Paul-gardner;M;;;Antonio-tomas;Lvaughan@gmail.com
290;21/Jan/08;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Cynthia-davis;F;;;Carlos-casares;Russellsteven@hotmail.com
291;21/Jan/04;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Christopher-carney;M;;;Avenida-ejercito-parana;Oevans@hotmail.com
292;20/Sep/14;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Chelsea-hodge;F;;;Arribeños;Luke09@gmail.com
293;20/Dec/02;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Kenneth-gomez;M;;;Adolfo-alsina;Greenematthew@hotmail.com
294;21/Jan/29;-universidad-abierta-interamericana;Arquitectura;;Zachary-irwin;M;;;Los-laureles;Christian60@hotmail.com
295;20/Sep/30;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Joel-bennett;M;;;Aldea-san-jorge;Bauerkristen@hotmail.com
296;20/Dec/04;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Alexa-freeman;F;;;Labarden;Zwood@yahoo.com
297;20/Dec/03;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Gregory-parker;M;;;La-isabel;Laurenmurphy@hotmail.com
298;20/Oct/28;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Robert-sparks;M;;;Villa-lerga;Bellgeorge@hotmail.com
299;20/Nov/21;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Thomas-ross;M;;;Colonia-el-simbol;Torresmelanie@yahoo.com
300;21/Jan/21;-universidad-abierta-interamericana;Agronomía;;Joseph-byrd;M;;;Colonia-campo-piaggio;Hardingnicole@gmail.com
301;21/Jan/08;-universidad-abierta-interamericana;Medicina;;Yvonne-smith;F;;;Bartolome-mitre;Esavage@yahoo.com
302;21/Jan/10;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Matthew-reed;M;;;Lomas-de-zamora;Jwillis@gmail.com
303;20/Oct/14;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Aaron-decker;M;;;Barrio-trocha;Zpark@yahoo.com
304;21/Jan/01;-universidad-abierta-interamericana;Farmacia;;Debra-howell;F;;;Lierra-adjemiro;Ericsmith@hotmail.com
305;20/Oct/17;-universidad-abierta-interamericana;Medicina;;Ashley-rivas;F;;;Empalme-san-carlos;Melvin06@hotmail.com
306;21/Jan/15;-universidad-abierta-interamericana;Licenciatura-en-artes;;Katherine-weaver;F;;;Villa-santos-tesei;Grahamgloria@gmail.com
307;20/Nov/04;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;James-green;M;;;General-gutierrez;Rebeccaford@yahoo.com
308;20/Dec/24;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Jordan-powers;M;;;Cululu;Bryan59@gmail.com
309;20/Nov/18;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Christian-foster;M;;;Campamento-sol;Caseyharris@gmail.com
310;21/Jan/13;-universidad-abierta-interamericana;Actuario-;;Carla-krueger;F;;;Araujo;Evelynbenton@hotmail.com
311;20/Oct/17;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Bryan-bridges;M;;;Aguas-calientes;Fordjohnny@yahoo.com
312;20/Dec/12;-universidad-abierta-interamericana;Ciencias-veterinarias;;Alexander-smith;M;;;Alcaraz-1ro;Debra24@gmail.com
313;20/Sep/16;-universidad-abierta-interamericana;Medicina;;Samuel-brown;M;;;San-clemente-del-tuyu;Coxryan@yahoo.com
314;20/Oct/22;-universidad-abierta-interamericana;Ingeniería-electrónica;;Sherry-mccoy;F;;;7-de-abril;Morgan18@yahoo.com
315;20/Dec/06;-universidad-abierta-interamericana;Ciencias-veterinarias;;Amanda-west;F;;;Kilometro-47;Briggsdanielle@gmail.com
316;20/Sep/17;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Craig-oliver;M;;;Agua-rica;Tsaunders@gmail.com
317;20/Sep/24;-universidad-abierta-interamericana;Agronomía;;Luis-vaughn;M;;;Punta-lara;James12@gmail.com
318;21/Jan/27;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Jeffrey-wright;M;;;Arroyo-caraballo;Austin54@gmail.com
319;21/Jan/19;-universidad-abierta-interamericana;Ingeniería-electrónica;;John-allen;M;;;Villa-ballester;Lauren82@yahoo.com
320;20/Oct/25;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Kenneth-macias;M;;;Los-cardos;Zmurphy@hotmail.com
321;20/Dec/16;-universidad-abierta-interamericana;Ingeniería-mecánica;;Stacey-graves;F;;;El-jaguel;Robertsoncheryl@hotmail.com
322;20/Sep/21;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Gina-marquez;F;;;Cucha-cucha;Pbaxter@yahoo.com
323;20/Sep/13;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Jared-zimmerman;M;;;Bustamante;John10@hotmail.com
324;20/Nov/20;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Clinton-herrera;M;;;Villa-ruiz;Jack55@gmail.com
325;20/Nov/15;-universidad-abierta-interamericana;Ciencias-veterinarias;;Brandon-gutierrez;M;;;San-lorenzo;Vroberts@hotmail.com
326;20/Sep/29;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Lisa-anderson;F;;;Concepcion-del-bermejo;Brenda83@gmail.com
327;20/Nov/30;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Yvonne-hernandez;F;;;Los-laureles;Jbrooks@yahoo.com
328;20/Nov/30;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Matthew-guzman;M;;;San-marcelo;Sullivanjohn@hotmail.com
329;20/Sep/01;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;George-whitehead;M;;;9-de-julio;Donna68@gmail.com
330;20/Nov/21;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Vincent-thompson;M;;;Algarrobo;Vrodriguez@gmail.com
331;21/Jan/19;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Karen-lopez;F;;;Bombal;Colejeremy@gmail.com
332;20/Nov/13;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Vickie-perez;F;;;Gouin;Ashleyhess@gmail.com
333;21/Jan/21;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Fred-pearson;M;;;9-de-julio;John83@gmail.com
334;20/Nov/13;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Laurie-nixon;F;;;Caraguatay;Kristinehess@gmail.com
335;20/Oct/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Megan-pittman;F;;;Colonia-rivas;Sonyajones@gmail.com
336;20/Nov/14;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Theodore-white-md;M;;;Palantelen;Telliott@gmail.com
337;20/Nov/04;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;William-ray;M;;;Bustamante;Fdrake@gmail.com
338;20/Nov/24;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Bryan-torres;M;;;Amberes;Manuel44@hotmail.com
