,last_name,gender,age,email,birth_date,university,inscription_date,career,first_name,location,postal_code
194,andrew mcdonald,m,,megangray@yahoo.com,1933/05/16,universidad tecnológica nacional,2020/09/13,licenciatura en ciencia y tecnología de alimentos,,san marcelo,-1
195,karen wagner,f,,hayesmary@gmail.com,1930/09/24,universidad tecnológica nacional,2020/10/12,licenciatura en psicología,,las hermanas,-1
196,deborah martin,f,,smithjoshua@hotmail.com,1905/12/06,universidad nacional de jujuy,2020/10/20,licenciatura en kinesiología y fisiatría,,ataliva,-1
197,christopher rivera,m,,dawn99@hotmail.com,1914/02/25,universidad tecnológica nacional,2021/01/11,ingeniería mecánica,,dos hermanos,-1
198,holly obrien,f,,joanfrost@gmail.com,1943/08/13,universidad tecnológica nacional,2021/01/20,licenciatura en producción de bioimagenes,,grutly,-1
199,amy hanson,f,,chelseachavez@gmail.com,2018/01/24,universidad tecnológica nacional,2020/09/28,licenciatura en psicología,,12 de octubre,-1
200,heather pearson,f,,regina45@yahoo.com,2000/12/12,universidad tecnológica nacional,2020/09/06,ingeniería mecánica,,abra del tafi,-1
201,chase rodriguez,m,,daniel30@yahoo.com,1971/06/04,universidad tecnológica nacional,2020/09/26,licenciatura en ciencias antropológicas,,el carbalino,-1
202,debra taylor,f,,donnawalker@gmail.com,1939/09/08,universidad tecnológica nacional,2020/11/22,licenciatura en ciencia y tecnología de alimentos,,candelaria sud,-1
203,tina garcia,f,,zking@yahoo.com,2008/08/22,universidad tecnológica nacional,2020/11/25,ciencias veterinarias,,ampacama,-1
204,lisa nolan,f,,christine59@gmail.com,1924/02/09,universidad tecnológica nacional,2020/09/17,licenciatura en ciencias antropológicas,,dho,-1
205,scott perkins,m,,zford@yahoo.com,1989/02/16,universidad nacional de jujuy,2020/10/24,licenciatura en psicología,,cuartel v,-1
206,jack roberts,m,,krystal98@gmail.com,1947/09/24,universidad tecnológica nacional,2021/01/13,licenciatura en artes,,lehmann,-1
207,brandon rhodes,m,,amandascott@yahoo.com,1941/06/07,universidad tecnológica nacional,2020/10/09,ingeniería mecánica,,gobernador lanusse,-1
208,april swanson,f,,lopeznicole@yahoo.com,1947/06/22,universidad tecnológica nacional,2020/09/21,licenciatura en artes,,campo el bermejo,-1
209,matthew watson,m,,carllindsey@hotmail.com,1913/04/07,universidad nacional de jujuy,2020/10/06,licenciatura en gestión de agroalimentos,,aldea maria luisa,-1
210,edward randolph,m,,jleon@gmail.com,1989/05/05,universidad tecnológica nacional,2020/10/19,agronomía,,estacion saguier,-1
211,amanda davis,f,,smithsamantha@yahoo.com,1988/05/21,universidad nacional de jujuy,2020/10/30,licenciatura en kinesiología y fisiatría,,carreras,-1
212,jacob cruz,m,,stonemelissa@yahoo.com,1944/07/19,universidad tecnológica nacional,2020/10/28,licenciatura en ciencias geológicas,,drabble,-1
213,pamela cherry,f,,thomashill@hotmail.com,1959/09/09,universidad tecnológica nacional,2020/10/04,licenciatura en ciencias antropológicas,,cañada la rica,-1
214,mark smith,m,,bgrimes@hotmail.com,1964/06/04,universidad tecnológica nacional,2020/09/19,licenciatura en ciencias de la educación ,,gobernador crespo,-1
215,richard foster,m,,richardpatricia@yahoo.com,1973/12/24,universidad nacional de jujuy,2021/01/11,licenciatura en ciencias geológicas,,la lucila,-1
216,denise stephens,f,,naustin@yahoo.com,1941/02/16,universidad tecnológica nacional,2020/12/02,arquitectura,,barcena,-1
217,melissa king,f,,emiller@yahoo.com,1906/01/15,universidad nacional de jujuy,2020/09/28,licenciatura en producción de bioimagenes,,domselaar,-1
218,brittany boyd,f,,gcunningham@hotmail.com,1987/04/24,universidad tecnológica nacional,2020/09/04,licenciatura en ciencias antropológicas,,moron,-1
219,chad murphy,m,,catherinethomas@yahoo.com,1941/04/11,universidad nacional de jujuy,2020/09/30,licenciatura en producción de bioimagenes,,campo cicare,-1
220,christopher fox,m,,nicole37@hotmail.com,1954/05/10,universidad nacional de jujuy,2020/10/13,arquitectura,,cachari,-1
221,bob rice,m,,leah44@hotmail.com,1933/01/01,universidad nacional de jujuy,2020/09/20,diseño de imagen y sonido,,agua de castilla,-1
222,jeremy arnold,m,,lisacastillo@hotmail.com,1914/04/25,universidad nacional de jujuy,2020/09/24,licenciatura en sociología ,,buen retiro,-1
223,cory miller,m,,zcompton@gmail.com,1991/05/21,universidad nacional de jujuy,2020/12/14,licenciatura en ciencia y tecnología de alimentos,,colonia las yescas,-1
224,christina moses,f,,amymiller@hotmail.com,1960/06/16,universidad tecnológica nacional,2021/01/28,ingeniería mecánica,,fortin chaco,-1
225,manuel booth,m,,lindsey79@gmail.com,1947/10/04,universidad nacional de jujuy,2021/01/24,actuario ,,hurlingham,-1
226,curtis stone,m,,fletcherjoseph@gmail.com,1995/01/24,universidad nacional de jujuy,2021/01/23,contador público ,,colonia el aguara,-1
227,thomas cook,m,,david32@yahoo.com,1917/08/17,universidad tecnológica nacional,2020/12/10,arquitectura,,campana,-1
228,samantha mcdowell,f,,michaelrodriguez@gmail.com,1957/05/23,universidad nacional de jujuy,2020/11/02,licenciatura en planificación y diseño del paisaje,,cangallo,-1
229,travis lopez,m,,reyesmarc@hotmail.com,1918/07/10,universidad nacional de jujuy,2020/09/05,bioquímica,,ceres,-1
230,debra perez,f,,dawsonleroy@gmail.com,1943/11/10,universidad tecnológica nacional,2020/10/21,licenciatura en ciencias biológicas,,chimpay,-1
231,angela hernandez,f,,matthewcruz@gmail.com,1963/08/23,universidad nacional de jujuy,2020/09/10,licenciatura en kinesiología y fisiatría,,barrancas,-1
232,amy houston,f,,cathy97@hotmail.com,2007/10/21,universidad tecnológica nacional,2020/09/29,licenciatura en psicología,,alto del saladillo,-1
233,john reeves,m,,melissaodonnell@yahoo.com,1983/02/13,universidad tecnológica nacional,2021/01/23,licenciatura en ciencia política ,,banfield,-1
234,andrea holmes,f,,gonzalesbetty@gmail.com,1973/06/23,universidad nacional de jujuy,2021/01/18,licenciatura en ciencia y tecnología de alimentos,,carandaiti,-1
235,stacy smith dds,f,,jodihill@hotmail.com,1995/09/29,universidad tecnológica nacional,2020/11/04,bioquímica,,bravo del dos,-1
236,william jacobson,m,,robert57@gmail.com,2015/12/29,universidad tecnológica nacional,2020/11/12,arquitectura,,colonia berlin,-1
237,jeffrey nolan,m,,lopezmonica@hotmail.com,1934/05/31,universidad nacional de jujuy,2020/10/18,licenciatura en planificación y diseño del paisaje,,sarandi,-1
238,julie christensen,f,,billy46@yahoo.com,1946/04/24,universidad tecnológica nacional,2020/09/16,licenciatura en gestión de agroalimentos,,algarrobal puisoye,-1
239,amy shah,f,,michael95@yahoo.com,1937/09/27,universidad tecnológica nacional,2020/09/08,licenciatura en sociología ,,alamo,-1
240,thomas sheppard,m,,fwilson@yahoo.com,1938/06/27,universidad tecnológica nacional,2020/09/13,ingeniería mecánica,,el perdido est jose guisasola,-1
241,donald baker,m,,crystal01@gmail.com,1943/12/22,universidad nacional de jujuy,2020/09/14,agronomía,,aserradero arroyo,-1
242,melanie richards,f,,michaelwood@gmail.com,1929/03/07,universidad nacional de jujuy,2020/12/03,diseño industrial,,algarrobo,-1
243,nicholas dougherty,m,,macdonaldrichard@hotmail.com,1967/09/24,universidad nacional de jujuy,2020/12/28,ingeniería mecánica,,comandante leal,-1
244,lisa hartman,f,,joshua37@gmail.com,1997/07/16,universidad tecnológica nacional,2020/12/05,bioquímica,,20 de septiembre,-1
245,terry zimmerman,f,,samuel35@yahoo.com,1968/01/08,universidad tecnológica nacional,2020/10/05,licenciatura en relaciones del trabajo ,,la ines,-1
246,julie kim,f,,cunninghammelissa@hotmail.com,1987/01/04,universidad tecnológica nacional,2020/10/10,bioquímica,,argerich,-1
247,mark cervantes md,m,,josephthompson@gmail.com,1966/03/10,universidad tecnológica nacional,2020/11/19,diseño de imagen y sonido,,balneario chapalco,-1
248,mckenzie lynch,f,,randy39@hotmail.com,2002/01/25,universidad tecnológica nacional,2020/11/10,actuario ,,colonia clara,-1
249,christina green,f,,christopherscott@yahoo.com,2004/04/25,universidad tecnológica nacional,2020/09/02,licenciatura en relaciones del trabajo ,,isla gran malvina,-1
250,amy johnson,f,,mmendoza@yahoo.com,1983/04/23,universidad nacional de jujuy,2020/10/24,licenciatura en terapia ocupacional,,campo el mataco,-1
251,corey nichols,m,,pross@gmail.com,1908/06/06,universidad nacional de jujuy,2020/10/05,licenciatura en psicología,,agua colorada,-1
252,daniel hubbard,m,,dukedominic@gmail.com,1968/07/05,universidad tecnológica nacional,2020/09/21,contador público ,,balcarce,-1
253,samantha maxwell,f,,greenmark@gmail.com,1925/06/02,universidad tecnológica nacional,2021/01/09,licenciatura en kinesiología y fisiatría,,cataratas del iguazu,-1
254,alexandra davis,f,,julian20@gmail.com,1918/08/13,universidad nacional de jujuy,2021/01/27,licenciatura en planificación y diseño del paisaje,,estacion uspallata,-1
255,steven charles,m,,kbeasley@gmail.com,1908/12/03,universidad tecnológica nacional,2020/11/12,licenciatura en planificación y diseño del paisaje,,cululu,-1
256,lisa dyer,f,,yrosales@yahoo.com,1930/10/07,universidad tecnológica nacional,2020/10/04,farmacia,,barcala,-1
257,thomas johnson,m,,chadfigueroa@yahoo.com,1957/04/12,universidad nacional de jujuy,2020/09/21,licenciatura en kinesiología y fisiatría,,garcia del rio,-1
258,jessica hampton,f,,goodmanangela@gmail.com,1939/01/20,universidad tecnológica nacional,2021/01/02,licenciatura en ciencias de la computación,,gonzalez moreno,-1
259,joe cunningham,m,,christine91@yahoo.com,2005/03/31,universidad nacional de jujuy,2021/01/06,contador público ,,casimiro gomez,-1
260,mr. john schneider,m,,ajohnson@yahoo.com,1996/06/29,universidad nacional de jujuy,2020/12/13,contador público ,,est jauregui va flandria,-1
261,katie weber,f,,davidmckinney@yahoo.com,1923/12/14,universidad tecnológica nacional,2020/09/25,diseño industrial,,barrio 1 de mayo,-1
262,joshua reed,m,,jenniferpayne@gmail.com,1992/09/19,universidad nacional de jujuy,2020/11/03,licenciatura en musicoterapia,,arañita,-1
263,kathy wright,f,,carpenteralex@gmail.com,2021/02/08,universidad tecnológica nacional,2020/09/18,licenciatura en kinesiología y fisiatría,,bouquet,-1
264,carolyn brown,f,,kendrabarnett@gmail.com,1966/03/13,universidad nacional de jujuy,2020/12/18,licenciatura en producción de bioimagenes,,hospital necochea,-1
265,scott wells,m,,perryteresa@yahoo.com,1947/04/10,universidad tecnológica nacional,2020/11/21,licenciatura en ciencias ambientales,,la rosa,-1
266,katie scott,f,,heather91@gmail.com,1916/03/29,universidad tecnológica nacional,2020/09/26,licenciatura en ciencias antropológicas,,berraondo,-1
267,kevin green,m,,chelsea18@gmail.com,1987/02/06,universidad nacional de jujuy,2020/10/10,agronomía,,ireneo portela,-1
268,olivia hodges,f,,bmiller@gmail.com,1975/08/17,universidad tecnológica nacional,2020/11/27,medicina,,cangrejillos,-1
269,glenda barnes,f,,bwilkins@gmail.com,1965/07/21,universidad tecnológica nacional,2020/12/11,licenciatura en ciencia política ,,gente grande,-1
270,michael wallace,m,,pinedaamanda@gmail.com,1981/12/02,universidad tecnológica nacional,2020/10/11,licenciatura en administración ,,aguas buenas,-1
271,lance williams,m,,katelynmartin@hotmail.com,2018/09/26,universidad tecnológica nacional,2020/12/14,licenciatura en ciencias antropológicas,,el duraznillo,-1
272,jerry ewing,m,,sarahfrazier@yahoo.com,1956/05/09,universidad nacional de jujuy,2021/01/19,arquitectura,,arroyo castillo,-1
273,tina gordon,f,,jguerra@gmail.com,1933/02/28,universidad nacional de jujuy,2020/11/12,licenciatura en planificación y diseño del paisaje,,colonia mackinlay,-1
274,kimberly stewart,f,,stonemichael@gmail.com,1937/03/24,universidad tecnológica nacional,2020/11/01,actuario ,,lierra adjemiro,-1
275,michelle lewis,f,,dwalker@hotmail.com,1984/09/13,universidad tecnológica nacional,2021/01/21,licenciatura en psicología,,el porvenir,-1
276,james jones,m,,qtaylor@hotmail.com,1910/04/07,universidad nacional de jujuy,2021/01/15,arquitectura,,adolfo rodriguez saa,-1
277,rachel calderon,f,,thomas86@gmail.com,1948/03/05,universidad nacional de jujuy,2021/01/20,licenciatura en kinesiología y fisiatría,,destileria fiscal,-1
278,michael frye,m,,edward10@gmail.com,1996/02/17,universidad tecnológica nacional,2020/10/02,actuario ,,san isidro,-1
279,david pollard,m,,jjackson@hotmail.com,1919/03/15,universidad tecnológica nacional,2020/11/12,licenciatura en ciencias geológicas,,el olivo,-1
280,victoria logan,f,,andrew77@gmail.com,1997/12/06,universidad nacional de jujuy,2020/09/08,farmacia,,villa lerga,-1
281,oscar benton,m,,ryanbeasley@gmail.com,1977/10/13,universidad nacional de jujuy,2020/10/24,agronomía,,la pastora,-1
282,monica jennings,f,,jonesandrea@yahoo.com,1911/06/15,universidad tecnológica nacional,2021/01/27,técnico para bioterios ,,chovet,-1
283,joshua jones,m,,hmartinez@hotmail.com,1962/02/01,universidad nacional de jujuy,2020/12/26,licenciatura en terapia ocupacional,,la limpia,-1
284,jennifer barton,f,,frank11@yahoo.com,1929/05/03,universidad tecnológica nacional,2021/01/02,licenciatura en psicología,,arroyo manganga,-1
285,theresa stuart,f,,carlsonbrett@gmail.com,1988/12/16,universidad tecnológica nacional,2020/09/14,diseño industrial,,bajo guazu,-1
286,travis stafford,m,,diaztyler@hotmail.com,1967/10/01,universidad nacional de jujuy,2021/01/23,licenciatura en relaciones del trabajo ,,campo de los andes,-1
287,phillip woods,m,,sarah31@gmail.com,1933/10/17,universidad tecnológica nacional,2020/11/04,licenciatura en relaciones del trabajo ,,san antonio de obligado,-1
288,anthony phillips,m,,cheryl85@hotmail.com,1931/11/17,universidad nacional de jujuy,2021/01/28,licenciatura en terapia ocupacional,,cachiyuyal,-1
289,melody chapman,f,,blanchardaustin@hotmail.com,2005/03/24,universidad nacional de jujuy,2020/12/20,licenciatura en producción de bioimagenes,,el retiro,-1
290,laura sanchez,f,,patricia20@yahoo.com,1996/08/26,universidad nacional de jujuy,2020/10/22,técnico para bioterios ,,peyrano,-1
291,zachary lyons,m,,andrewbailey@gmail.com,1959/12/06,universidad nacional de jujuy,2020/12/15,licenciatura en kinesiología y fisiatría,,villa dominico,-1
292,richard webb,m,,walkerjacob@gmail.com,1955/08/09,universidad nacional de jujuy,2020/10/05,licenciatura en producción de bioimagenes,,banda florida,-1
293,kaylee gonzalez,f,,tami35@gmail.com,1925/11/27,universidad tecnológica nacional,2021/01/23,bioquímica,,rio mayo,-1
294,lacey johnson,f,,sabrinahenry@yahoo.com,1948/02/01,universidad tecnológica nacional,2021/01/23,arquitectura,,colonia lote 12,-1
295,angela russell,f,,pennyramirez@yahoo.com,1911/07/19,universidad tecnológica nacional,2020/10/15,licenciatura en ciencias antropológicas,,alfredo demarchi,-1
296,todd rose,m,,bentleydaniel@yahoo.com,1974/06/06,universidad nacional de jujuy,2020/09/09,licenciatura en gestión de agroalimentos,,agustin mosconi,-1
297,dominique smith,f,,carlypena@yahoo.com,1940/09/09,universidad nacional de jujuy,2020/12/04,licenciatura en musicoterapia,,ariel,-1
298,matthew sullivan,m,,kristenpatterson@gmail.com,1957/04/17,universidad tecnológica nacional,2021/01/16,licenciatura en ciencias geológicas,,barrio emir ramon juarez,-1
299,kayla wilson,f,,zachary35@gmail.com,1939/04/02,universidad nacional de jujuy,2020/11/10,licenciatura en relaciones del trabajo ,,bella vista,-1
300,samantha jimenez,f,,loweolivia@gmail.com,1918/03/01,universidad tecnológica nacional,2021/01/21,licenciatura en ciencias antropológicas,,rincon de milberg,-1
301,leonard wallace,m,,cspencer@hotmail.com,1919/01/12,universidad nacional de jujuy,2020/12/10,licenciatura en ciencias geológicas,,arano,-1
302,john white,m,,christopher46@yahoo.com,1986/06/02,universidad nacional de jujuy,2020/09/09,bioquímica,,arboleda,-1
303,jorge jackson,m,,maryalexander@gmail.com,1912/12/07,universidad tecnológica nacional,2020/11/27,bioquímica,,dho,-1
304,dawn hodge,f,,roger32@gmail.com,1925/04/13,universidad tecnológica nacional,2020/10/19,licenciatura en artes,,est jauregui va flandria,-1
305,nicholas carter,m,,david12@hotmail.com,1940/08/12,universidad tecnológica nacional,2021/01/18,licenciatura en sociología ,,colonia duportal,-1
306,monica lee phd,f,,kchristensen@gmail.com,1962/04/30,universidad nacional de jujuy,2020/09/18,diseño industrial,,los frentones,-1
307,robert watson,m,,tammybaker@hotmail.com,1972/08/05,universidad tecnológica nacional,2021/01/31,ingeniería en informática,,alto grande,-1
308,timothy fleming,m,,michaelmartinez@yahoo.com,2011/01/05,universidad nacional de jujuy,2020/09/18,bioquímica,,carrizal norte,-1
309,eric king,m,,schroedervanessa@yahoo.com,1925/06/08,universidad nacional de jujuy,2021/01/24,agronomía,,estacion la rinconada,-1
310,diana hamilton,f,,donald06@yahoo.com,1953/06/24,universidad tecnológica nacional,2020/09/03,licenciatura en ciencias geológicas,,colonia hernandarias,-1
311,paul gray,m,,dicksonsarah@hotmail.com,1922/01/17,universidad nacional de jujuy,2020/09/16,licenciatura en psicología,,los indios,-1
312,michael gay,m,,peterbutler@yahoo.com,2016/12/19,universidad tecnológica nacional,2020/11/13,licenciatura en ciencias de la computación,,centro comunitario cnia nue,-1
313,debra ford,f,,pwallace@yahoo.com,1954/06/04,universidad tecnológica nacional,2020/09/17,ciencias veterinarias,,el gualicho,-1
