university,career,inscription_date,last_name,first_name,gender,age,postal_code,location,email,birth_date
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/26,joseph kaiser,,m,0,,arminda,ucollier@hotmail.com,1989/04/09
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/15,garrett wells,,m,0,,alberto gerchunoff,brian10@gmail.com,1994/06/16
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/10,janice mcneil,,f,0,,campana,steven10@yahoo.com,1985/05/21
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/25,jodi york,,f,0,,alferez san martin,diazkimberly@hotmail.com,2020/06/12
universidad tecnológica nacional,contador público ,2021/01/16,jennifer marquez,,f,0,,colhue huapi,josechristian@yahoo.com,1996/03/13
universidad tecnológica nacional,actuario ,2020/10/05,cynthia fletcher,,f,0,,barcala,qjones@gmail.com,2011/01/19
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/28,corey mora jr.,,m,0,,28 de noviembre,milesmatthew@hotmail.com,1919/04/15
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/20,edward west,,m,0,,el tropezon,melissa90@hotmail.com,2009/01/26
universidad tecnológica nacional,técnico para bioterios ,2020/12/17,mary cox,,f,0,,pontaut,ykerr@gmail.com,1996/07/02
universidad tecnológica nacional,licenciatura en sociología ,2020/10/27,bill wolfe,,m,0,,baños pismanta,rodriguezpatricia@hotmail.com,2006/03/06
universidad tecnológica nacional,contador público ,2020/11/03,anthony nolan,,m,0,,san justo,christinerobbins@yahoo.com,1918/05/11
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/05,steven walker,,m,0,,25 de mayo,jessicanorman@hotmail.com,2003/02/11
universidad tecnológica nacional,licenciatura en psicología,2020/11/29,rachel curtis md,,f,0,,agua de la piedra,marvinbrowning@hotmail.com,1983/03/02
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/23,xavier roberts,,m,0,,san genaro norte,steven61@gmail.com,2012/02/02
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/04,kathryn diaz,,f,0,,arroyo pescado,vdeleon@gmail.com,1927/01/14
universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/26,jennifer duke,,f,0,,azara,nmorgan@gmail.com,1918/12/30
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/22,william reed,,m,0,,baldes de pacheco,karen86@gmail.com,2003/09/30
universidad tecnológica nacional,arquitectura,2020/11/18,warren sims,,m,0,,cañadita,hwhite@gmail.com,1921/12/10
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/24,brooke griffin,,f,0,,acostilla,rjones@yahoo.com,2008/04/09
universidad tecnológica nacional,actuario ,2020/12/16,thomas thompson,,m,0,,11 de septiembre,angelamendoza@yahoo.com,1934/08/15
universidad tecnológica nacional,ciencias veterinarias,2020/09/06,christopher wilkins,,m,0,,del valle,herreramisty@hotmail.com,1950/04/17
universidad tecnológica nacional,ingeniería en informática,2020/11/27,craig fox,,m,0,,banda varela,kellyhunter@gmail.com,1924/09/05
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/10,scott williams,,m,0,,jose leon suarez,jacksonjonathan@gmail.com,1946/02/20
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/13,alice arnold,,f,0,,cerro aconcagua,parsonsandrea@hotmail.com,2011/02/25
universidad tecnológica nacional,ingeniería electrónica,2020/10/21,elizabeth strong,,f,0,,el zorro,jonesrachel@hotmail.com,2007/11/26
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/04,cristina rangel,,f,0,,la limpia,belinda53@gmail.com,2007/03/08
universidad tecnológica nacional,farmacia,2021/01/04,wendy russell,,f,0,,anzoategui,ymarshall@hotmail.com,1956/11/29
universidad tecnológica nacional,licenciatura en administración ,2020/10/02,ashley moore,,f,0,,armstrong,shawn67@hotmail.com,1953/03/04
universidad tecnológica nacional,agronomía,2020/09/20,daniel cooper,,m,0,,chavarria,scottpamela@gmail.com,1937/09/25
universidad tecnológica nacional,bioquímica,2020/09/16,jennifer scott,,f,0,,esc nav militar rio sant,john89@hotmail.com,1932/02/06
universidad tecnológica nacional,ingeniería electrónica,2021/01/02,michael henson,,m,0,,general rojo,cassidyphillips@yahoo.com,1951/11/20
universidad tecnológica nacional,agronomía,2020/12/04,kimberly johnson,,f,0,,barrio villa saladillo,johnsonedward@hotmail.com,1963/09/11
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/14,amanda harrison,,f,0,,barranqueras,william28@gmail.com,1925/01/31
universidad tecnológica nacional,medicina,2021/02/01,charles li,,m,0,,cara mala,jcrosby@hotmail.com,1972/08/02
universidad tecnológica nacional,agronomía,2020/09/05,krista ball,,f,0,,agua de la zorra,hansenlisa@hotmail.com,1953/06/18
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/23,patrick martin,,m,0,,30 de agosto,halljennifer@gmail.com,2008/02/11
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/17,kevin hall,,m,0,,maori,emilyking@gmail.com,2009/05/17
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/25,debra edwards,,f,0,,colonia mackinlay,howardbrian@hotmail.com,1946/10/31
universidad tecnológica nacional,licenciatura en psicología,2021/01/22,lori hubbard,,f,0,,azopardo,sandra69@yahoo.com,1908/12/05
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/04,kenneth thompson,,m,0,,jose ferrari,samueljohnson@hotmail.com,1948/03/07
universidad tecnológica nacional,ingeniería mecánica,2020/12/02,gilbert barton,,m,0,,agua negra,jeremyward@gmail.com,1937/01/10
universidad tecnológica nacional,ingeniería electrónica,2020/11/05,dr. erin rhodes,,f,0,,gobernador lanusse,jared75@hotmail.com,1960/11/05
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/10,adam mcdonald,,m,0,,colonia bella italia,ksmith@gmail.com,2021/06/24
universidad tecnológica nacional,ciencias veterinarias,2020/10/16,michael wright,,m,0,,aguada del loro,heather85@gmail.com,2015/05/13
universidad tecnológica nacional,diseño industrial,2020/11/01,gina lopez,,f,0,,caleufu,kimberly58@yahoo.com,2021/03/11
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/20,tracy dunn,,f,0,,alto nuestra señora del valle,alison79@yahoo.com,2020/12/15
universidad tecnológica nacional,actuario ,2020/12/10,bradley flores,,m,0,,armstrong,carla01@yahoo.com,1974/02/16
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/12/21,stephanie collier,,f,0,,gobernador crespo,harrisonjoshua@gmail.com,1908/09/20
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/06,gary best,,m,0,,glew,qhoffman@gmail.com,1928/06/07
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/07,robert austin,,m,0,,bahia lapataia,bcortez@yahoo.com,1996/03/10
universidad tecnológica nacional,ingeniería electrónica,2020/09/27,wanda martin,,f,0,,empalme frontera,dmanning@gmail.com,1983/01/30
universidad tecnológica nacional,actuario ,2020/09/22,tamara escobar,,f,0,,chancay,michelle73@yahoo.com,1966/08/19
universidad tecnológica nacional,licenciatura en sociología ,2020/09/26,christine allen,,f,0,,estacion saladas,sarahhopkins@gmail.com,1985/08/03
universidad tecnológica nacional,farmacia,2020/10/16,stephanie patterson,,f,0,,cavour,prichardson@yahoo.com,1941/06/22
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/29,alexander jordan,,m,0,,arrechea,juan41@gmail.com,1936/09/21
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/22,danny clark,,m,0,,peyrano,kaylagarcia@yahoo.com,1995/04/19
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/16,nicole nicholson,,f,0,,arturo segui,ashleymitchell@yahoo.com,1995/11/04
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/01/14,mr. james long,,m,0,,arroyo ceibal,danielsmith@hotmail.com,2021/09/13
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/17,kimberly wolf,,f,0,,camaron chico,jonathon92@yahoo.com,2000/04/22
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/04,michael brown,,m,0,,amilgancho,warrenjanet@yahoo.com,1969/08/18
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021/01/26,carmen evans,,f,0,,colonia zapata,jchapman@hotmail.com,1954/01/17
universidad tecnológica nacional,técnico para bioterios ,2020/09/14,daniel ortiz,,m,0,,angaco norte,kimberlywatson@gmail.com,1935/08/24
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/08,alexander wilcox dds,,m,0,,colonia los tres usaris,fmcneil@gmail.com,1925/02/27
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/11/30,lisa joseph,,f,0,,25 de mayo,brennanstephen@yahoo.com,2015/04/02
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/03,shannon ruiz,,f,0,,casimiro gomez,emorton@hotmail.com,1917/09/17
universidad tecnológica nacional,ciencias veterinarias,2020/10/27,christine lowery,,f,0,,claverie,angela56@hotmail.com,1945/12/14
universidad tecnológica nacional,contador público ,2020/10/22,shelby carroll,,f,0,,colonia rivas,stephaniejohnson@yahoo.com,1986/10/27
universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/18,kenneth martin,,m,0,,antonio tomas sud,felicia40@hotmail.com,1963/03/23
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/09,christine jackson,,f,0,,gandolfi,fieldsheather@hotmail.com,2005/02/24
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/26,daniel thompson,,m,0,,garin,victoriawallace@hotmail.com,1948/12/17
universidad tecnológica nacional,licenciatura en administración ,2021/01/16,jessica dickerson,,f,0,,diamante,miguelmejia@gmail.com,2010/11/10
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/16,scott mason,,m,0,,las palmas,huynhrichard@hotmail.com,2017/07/09
universidad tecnológica nacional,arquitectura,2020/10/21,lee rogers,,m,0,,bajo caracoles,johngreen@hotmail.com,1920/04/08
universidad tecnológica nacional,medicina,2021/01/12,andrew irwin,,m,0,,luis guillon,mpratt@yahoo.com,1993/03/04
universidad tecnológica nacional,licenciatura en psicología,2020/10/12,bradley smith,,m,0,,alto jaguel,megan34@gmail.com,1918/08/01
universidad tecnológica nacional,agronomía,2020/12/17,henry avery,,m,0,,arroyo urquiza,jamiecarter@gmail.com,1952/02/13
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/27,ashley miller,,f,0,,rio tala,shahstacey@yahoo.com,2003/12/03
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/12/12,matthew flores,,m,0,,olascoaga,nalvarez@gmail.com,2018/09/24
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/21,sara smith md,,f,0,,cramer,john99@yahoo.com,1983/06/02
universidad tecnológica nacional,licenciatura en sociología ,2020/11/13,megan thomas,,f,0,,banda varela,debracarroll@yahoo.com,1931/04/05
universidad tecnológica nacional,ingeniería mecánica,2020/09/23,shelby yang,,f,0,,haras san jacinto,thomas25@yahoo.com,1912/06/07
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/10/30,jeffrey moore,,m,0,,arroyo las minas,pbrown@gmail.com,2011/11/17
universidad tecnológica nacional,licenciatura en psicología,2020/11/16,henry martin,,m,0,,comandante nicanor otamendi,yross@yahoo.com,1996/05/19
universidad tecnológica nacional,licenciatura en administración ,2020/10/15,katherine lindsey,,f,0,,cooper,jacksonalexandra@hotmail.com,1997/05/02
universidad tecnológica nacional,bioquímica,2020/09/30,robert ramsey,,m,0,,arroyo ceibo,ryanlarsen@yahoo.com,1929/08/26
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/07,lisa welch,,f,0,,san genaro norte,amy50@hotmail.com,2012/07/24
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/19,mark george,,m,0,,abramo,jacobanderson@yahoo.com,1923/06/26
universidad tecnológica nacional,ingeniería electrónica,2020/09/02,cassandra salazar,,f,0,,bernasconi,mthomas@yahoo.com,1996/04/30
universidad tecnológica nacional,licenciatura en psicología,2020/11/24,gina rowland,,f,0,,berraondo,bking@hotmail.com,1920/03/10
universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/26,michele munoz,,f,0,,buena esperanza,mariehuffman@gmail.com,1978/07/06
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/02/01,tyler hartman,,m,0,,colonia cello,richardewing@gmail.com,1927/08/04
universidad tecnológica nacional,ingeniería en informática,2020/10/21,erik rodriguez,,m,0,,agua negra,michael18@yahoo.com,1996/08/13
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/23,shannon gonzales,,f,0,,arteaga,laura62@gmail.com,1999/07/10
universidad tecnológica nacional,licenciatura en administración ,2020/11/02,jacqueline ward,,f,0,,el retiro,courtneycuevas@hotmail.com,1906/08/07
universidad tecnológica nacional,ingeniería en informática,2020/11/28,james blackwell,,m,0,,sancti spiritu,raymond82@hotmail.com,1987/10/08
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/08,perry garcia,,m,0,,monte chingolo,baldwinkimberly@gmail.com,1930/12/11
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/02/01,elijah woods,,m,0,,calfucura,lawsonmichael@yahoo.com,1954/10/29
universidad tecnológica nacional,técnico para bioterios ,2020/12/24,hannah watson,,f,0,,plomer,christopher32@hotmail.com,1997/07/30
universidad tecnológica nacional,licenciatura en artes,2021/01/14,valerie roth,,f,0,,aguada escondida,nichole49@hotmail.com,1912/07/07
universidad tecnológica nacional,medicina,2020/09/22,peter anderson,,m,0,,colonia las yescas,dduran@yahoo.com,1966/09/11
universidad tecnológica nacional,licenciatura en psicología,2020/09/25,brianna sutton,,f,0,,bealistock,kariholmes@yahoo.com,1982/02/21
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/29,robert walker,,m,0,,gaboto,joshua39@yahoo.com,1960/06/02
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/30,alexa fox,,f,0,,blaquier,harrismatthew@gmail.com,1936/08/17
universidad tecnológica nacional,actuario ,2020/10/30,douglas gordon,,m,0,,la porteña,arnoldtodd@yahoo.com,1936/01/26
universidad tecnológica nacional,diseño industrial,2020/09/29,rachel schneider dds,,f,0,,piamonte,garywest@hotmail.com,1950/03/07
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021/01/31,kimberly gregory,,f,0,,franklin,jessica33@gmail.com,1994/02/11
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/04,thomas guerrero,,m,0,,colonia bombal,miranda63@hotmail.com,1953/02/13
universidad tecnológica nacional,farmacia,2020/11/07,melissa hensley,,f,0,,bajo de raco,dcarter@hotmail.com,1928/03/07
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/14,johnny rose,,m,0,,caleufu,lawrencebriggs@yahoo.com,1967/12/22
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/28,pamela jones,,f,0,,caaguazu,rholt@hotmail.com,1970/12/21
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/10,mark prince,,m,0,,campo cicare,hebertcraig@hotmail.com,1986/06/01
universidad tecnológica nacional,licenciatura en ciencia política ,2020/12/01,david smith,,m,0,,calchaqui,smithjohn@hotmail.com,1909/11/07
universidad tecnológica nacional,licenciatura en psicología,2021/01/06,melanie hernandez,,f,0,,basail,clarkkatelyn@yahoo.com,1929/12/13
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/29,amanda lewis,,f,0,,castelar,robert58@gmail.com,1973/04/02
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/31,kevin brown md,,m,0,,godoy,kimberly57@yahoo.com,2004/11/10
universidad tecnológica nacional,ingeniería electrónica,2020/10/14,tanya gonzalez,,f,0,,chacras viejas,fwilkins@gmail.com,2007/05/07
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021/01/05,kayla jones,,f,0,,buen retiro,andrewortiz@hotmail.com,1945/11/12
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/07,michael dominguez,,m,0,,ciudad evita,mpowell@hotmail.com,2008/05/03
